ZIP,date,week,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,stay_home_ratio,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
91791,2020/5/8,2020/5/10,164,6,1471,5568,631,1004,13,99,34363,5179,0.004772575,0.000174606,2,2.331220285,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
91803,2020/5/8,2020/5/10,110,4,1117,4930,539,918,10,99,30385,9303,0.003620207,0.000131644,2,2.072356215,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93510,2020/5/8,2020/5/10,8,0,499,17110,158,790,51,94,7626,106,0.001049043,0,2,3.158227848,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93532,2020/5/8,2020/5/10,1,0,61,20193,18,822,25,97,2871,25,0.000348311,0,2,3.388888889,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93535,2020/5/8,2020/5/10,25,1,3105,8754,1256,770,21,97,72948,282,0.00034271,1.37E-05,1,2.472133758,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93536,2020/5/8,2020/5/10,425,7,3195,8205,1276,875,28,97,72383,298,0.005871544,9.67E-05,2,2.503918495,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93543,2020/5/8,2020/5/10,18,0,472,9565,188,766,32,96,15135,254,0.001189296,0,1,2.510638298,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93550,2020/5/8,2020/5/10,492,5,2639,9332,1075,827,25,97,77006,392,0.006389113,6.49E-05,1,2.454883721,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93551,2020/5/8,2020/5/10,5,0,2692,8953,1058,862,28,97,51085,698,9.79E-05,0,2,2.54442344,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93552,2020/5/8,2020/5/10,4,0,1614,10414,651,735,31,96,40266,830,9.93E-05,0,2,2.479262673,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
93553,2020/5/8,2020/5/10,10,0,175,20664,65,545,11,98,1781,20,0.005614823,0,2,2.692307692,79.04,30.79,76.98,-46,-8,-23,-45,-46,21
90001,2020/5/9,2020/5/10,296,8,1714,5000,699,786,18,98,58975,16840,0.005019076,0.000135651,1,2.452074392,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90002,2020/5/9,2020/5/10,228,6,1624,4738,641,713,25,97,53111,17345,0.004292896,0.000112971,1,2.533541342,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90003,2020/5/9,2020/5/10,359,16,1389,5489,543,742,21,97,72741,20484,0.004935318,0.000219958,1,2.55801105,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90004,2020/5/9,2020/5/10,476,1,1811,3950,815,918,10,99,61586,20205,0.007729029,1.62E-05,2,2.22208589,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90006,2020/5/9,2020/5/10,957,40,1418,3554,593,861,19,98,61698,32134,0.015511038,0.000648319,1,2.391231029,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90007,2020/5/9,2020/5/10,263,5,997,3990,436,625,12,98,41716,16909,0.006304535,0.000119858,1,2.286697248,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90008,2020/5/9,2020/5/10,131,7,881,5626,407,759,5,99,31739,8641,0.004127414,0.000220549,1,2.164619165,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90011,2020/5/9,2020/5/10,487,25,2989,10703,1113,652,30,96,109414,25528,0.004450984,0.00022849,1,2.685534591,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90012,2020/5/9,2020/5/10,30,1,711,7485,316,778,14,98,35913,11104,0.000835352,2.78E-05,1,2.25,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90013,2020/5/9,2020/5/10,222,8,395,6440,183,356,7,98,11937,17789,0.018597638,0.000670185,1,2.158469945,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90014,2020/5/9,2020/5/10,85,1,226,6571,87,274,14,95,8335,29452,0.01019796,0.000119976,1,2.597701149,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90016,2020/5/9,2020/5/10,158,5,1264,5957,493,742,20,97,46581,12842,0.003391941,0.00010734,1,2.563894523,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90018,2020/5/9,2020/5/10,203,6,1227,4781,546,721,11,98,53256,18389,0.003811777,0.000112663,1,2.247252747,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90019,2020/5/9,2020/5/10,126,5,1779,4398,677,832,25,97,66245,17038,0.00190203,7.55E-05,2,2.627769572,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90020,2020/5/9,2020/5/10,240,6,1684,3400,778,1002,8,99,39102,34603,0.006137793,0.000153445,1,2.164524422,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90022,2020/5/9,2020/5/10,474,20,1605,5214,617,851,25,97,65890,15036,0.007193808,0.000303536,1,2.601296596,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90024,2020/5/9,2020/5/10,56,0,1049,6492,466,832,24,97,50288,17186,0.001113586,0,2,2.251072961,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90025,2020/5/9,2020/5/10,95,4,1158,4879,529,743,11,99,47967,18671,0.001980528,8.34E-05,2,2.189035917,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90026,2020/5/9,2020/5/10,315,3,1474,6955,616,717,12,98,69589,16466,0.004526577,4.31E-05,2,2.392857143,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90028,2020/5/9,2020/5/10,19,0,862,5226,386,593,11,98,30734,20166,0.000618208,0,1,2.233160622,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90029,2020/5/9,2020/5/10,317,3,852,5192,376,700,20,97,37898,27825,0.008364557,7.92E-05,1,2.265957447,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90031,2020/5/9,2020/5/10,179,3,975,4664,395,860,24,97,38535,11159,0.004645128,7.79E-05,1,2.46835443,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90032,2020/5/9,2020/5/10,120,5,1286,4288,506,832,21,98,47627,9990,0.002519579,0.000104982,2,2.541501976,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90033,2020/5/9,2020/5/10,302,16,1231,6388,453,696,34,95,47583,14564,0.006346805,0.000336255,1,2.717439294,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90034,2020/5/9,2020/5/10,204,0,1647,4592,748,874,9,99,55652,17888,0.003665636,0,2,2.201871658,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90035,2020/5/9,2020/5/10,96,1,658,5592,319,735,7,99,28085,13646,0.003418195,3.56E-05,2,2.062695925,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90036,2020/5/9,2020/5/10,50,0,1373,5479,646,815,10,99,37988,15373,0.001316205,0,2,2.125386997,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90037,2020/5/9,2020/5/10,224,9,1840,4910,746,689,27,96,65016,22909,0.003445306,0.000138427,1,2.466487936,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90039,2020/5/9,2020/5/10,171,5,618,5551,295,973,10,99,29589,7848,0.005779175,0.000168982,2,2.094915254,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90040,2020/5/9,2020/5/10,17,2,586,10367,139,466,63,88,12645,2265,0.001344405,0.000158165,1,4.215827338,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90041,2020/5/9,2020/5/10,117,9,849,4983,409,969,4,100,29516,8176,0.003963952,0.000304919,2,2.075794621,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90042,2020/5/9,2020/5/10,108,0,1287,6225,519,969,19,98,63911,13759,0.00168985,0,2,2.479768786,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90043,2020/5/9,2020/5/10,390,11,1522,5228,655,716,20,97,44627,10795,0.008739104,0.000246488,1,2.323664122,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90044,2020/5/9,2020/5/10,269,3,3020,5605,1230,720,21,97,96436,18772,0.002789415,3.11E-05,1,2.455284553,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90045,2020/5/9,2020/5/10,78,2,1056,4699,432,986,27,97,41149,3836,0.00189555,4.86E-05,2,2.444444444,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90046,2020/5/9,2020/5/10,213,1,1315,6457,595,701,9,99,50587,8750,0.004210568,1.98E-05,2,2.210084034,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90047,2020/5/9,2020/5/10,187,5,1495,6409,546,697,20,97,48883,10332,0.003825461,0.000102285,1,2.738095238,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90048,2020/5/9,2020/5/10,67,0,428,5251,148,614,28,96,22892,12144,0.002926787,0,2,2.891891892,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90049,2020/5/9,2020/5/10,69,0,1020,5443,360,1136,23,98,36964,2460,0.001866681,0,2,2.833333333,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90056,2020/5/9,2020/5/10,17,0,275,4974,139,953,3,100,7795,4933,0.002180885,0,2,1.978417266,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90058,2020/5/9,2020/5/10,1,0,163,7758,53,386,39,91,2758,474,0.000362582,0,1,3.075471698,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90059,2020/5/9,2020/5/10,82,8,1106,6348,421,753,23,97,45952,13870,0.001784471,0.000174095,1,2.627078385,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90061,2020/5/9,2020/5/10,125,5,912,8199,313,668,34,95,27646,10385,0.00452145,0.000180858,1,2.913738019,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90064,2020/5/9,2020/5/10,31,0,797,4288,326,1129,16,99,25429,6357,0.001219081,0,2,2.444785276,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90065,2020/5/9,2020/5/10,199,9,1152,5439,450,855,21,98,47887,9071,0.004155616,0.000187942,2,2.56,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90066,2020/5/9,2020/5/10,122,2,1309,5925,547,866,20,98,59394,12064,0.00205408,3.37E-05,2,2.393053016,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90068,2020/5/9,2020/5/10,107,3,671,5427,231,620,29,96,20982,2754,0.005099609,0.00014298,2,2.904761905,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90069,2020/5/9,2020/5/10,146,2,666,6369,306,631,6,99,20435,9666,0.007144605,9.79E-05,2,2.176470588,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90077,2020/5/9,2020/5/10,31,0,511,5823,202,1097,13,99,8993,1226,0.003447126,0,3,2.52970297,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90094,2020/5/9,2020/5/10,20,0,257,3156,118,1143,6,99,9368,15332,0.002134927,0,2,2.177966102,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90201,2020/5/9,2020/5/10,382,11,2593,5396,981,771,28,96,102433,17253,0.003729267,0.000107387,1,2.643221203,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90210,2020/5/9,2020/5/10,152,3,957,4121,352,1112,22,98,19909,1966,0.007634738,0.000150686,2,2.71875,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90220,2020/5/9,2020/5/10,301,9,1607,5757,623,729,25,97,53703,7770,0.005604901,0.000167588,2,2.579454254,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90221,2020/5/9,2020/5/10,25,1,1575,4504,622,739,16,98,52322,9812,0.00047781,1.91E-05,2,2.532154341,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90222,2020/5/9,2020/5/10,5,0,772,4559,295,884,18,98,32850,12847,0.000152207,0,1,2.616949153,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90230,2020/5/9,2020/5/10,94,1,991,7063,476,1015,9,99,32808,7277,0.002865155,3.05E-05,2,2.081932773,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90241,2020/5/9,2020/5/10,279,8,1600,4871,610,870,24,97,44143,8963,0.006320368,0.000181229,2,2.62295082,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90245,2020/5/9,2020/5/10,30,0,734,5598,259,1024,24,98,16850,3084,0.001780415,0,2,2.833976834,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90247,2020/5/9,2020/5/10,185,8,1414,5332,556,826,19,98,47531,12661,0.003892197,0.000168311,2,2.543165468,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90248,2020/5/9,2020/5/10,84,3,285,7078,118,981,17,98,11512,2452,0.007296734,0.000260598,2,2.415254237,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90249,2020/5/9,2020/5/10,13,1,1034,5162,422,872,19,98,26587,8927,0.000488961,3.76E-05,2,2.450236967,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90250,2020/5/9,2020/5/10,276,13,3200,4887,1374,832,14,98,96836,14463,0.00285018,0.000134248,2,2.328966521,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90254,2020/5/9,2020/5/10,25,0,599,8239,213,1039,27,97,19650,13770,0.001272265,0,2,2.812206573,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90255,2020/5/9,2020/5/10,257,5,1864,4867,740,753,31,96,75560,20322,0.003401271,6.62E-05,1,2.518918919,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90262,2020/5/9,2020/5/10,260,5,1860,5197,728,781,23,97,70936,14677,0.003665276,7.05E-05,2,2.554945055,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90265,2020/5/9,2020/5/10,51,1,570,11706,225,969,32,97,18389,170,0.002773397,5.44E-05,2,2.533333333,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90266,2020/5/9,2020/5/10,69,1,1271,3648,525,1038,24,98,35573,9037,0.001939673,2.81E-05,2,2.420952381,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90270,2020/5/9,2020/5/10,87,4,587,5633,210,796,37,96,27454,21754,0.003168937,0.000145698,1,2.795238095,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90272,2020/5/9,2020/5/10,42,0,835,4624,335,1132,20,98,22551,987,0.001862445,0,3,2.492537313,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90274,2020/5/9,2020/5/10,55,0,1107,3845,471,1142,12,99,25279,2111,0.002175719,0,3,2.350318471,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90275,2020/5/9,2020/5/10,153,3,1723,4899,780,1139,8,99,42421,3138,0.003606704,7.07E-05,2,2.208974359,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90278,2020/5/9,2020/5/10,118,1,1457,3593,624,1001,14,99,40649,11281,0.0029029,2.46E-05,2,2.334935897,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90280,2020/5/9,2020/5/10,306,2,2668,4826,1026,847,25,97,95103,13018,0.003217564,2.10E-05,2,2.600389864,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90291,2020/5/9,2020/5/10,55,3,566,5043,188,674,43,94,27525,11018,0.001998183,0.000108992,2,3.010638298,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90292,2020/5/9,2020/5/10,22,2,653,5439,302,773,9,99,22490,11029,0.000978213,8.89E-05,2,2.162251656,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90293,2020/5/9,2020/5/10,1,0,439,5559,194,862,8,99,12694,4430,7.88E-05,0,2,2.262886598,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90304,2020/5/9,2020/5/10,65,2,646,3899,262,740,21,97,25591,16331,0.002539955,7.82E-05,1,2.465648855,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90403,2020/5/9,2020/5/10,206,0,492,5654,209,872,10,99,24354,17054,0.008458569,0,2,2.354066986,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90502,2020/5/9,2020/5/10,75,1,738,4612,343,871,8,99,18188,8137,0.004123598,5.50E-05,2,2.151603499,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90503,2020/5/9,2020/5/10,315,4,1939,4196,814,1100,14,99,44908,8478,0.00701434,8.91E-05,2,2.382063882,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90505,2020/5/9,2020/5/10,92,0,1638,3196,765,1094,10,99,37641,6495,0.002444143,0,2,2.141176471,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90601,2020/5/9,2020/5/10,13,0,1183,5858,475,879,17,98,33058,2913,0.000393248,0,2,2.490526316,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90602,2020/5/9,2020/5/10,166,3,858,5001,315,886,27,97,25981,7001,0.006389284,0.000115469,2,2.723809524,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90604,2020/5/9,2020/5/10,92,2,1768,4825,661,933,23,98,42063,9871,0.002187195,4.75E-05,2,2.67473525,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90606,2020/5/9,2020/5/10,54,3,933,5457,348,896,27,97,32803,8671,0.001646191,9.15E-05,2,2.681034483,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90631,2020/5/9,2020/5/10,4,0,126,4193,43,913,42,96,67619,4872,5.92E-05,0,2,2.930232558,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90638,2020/5/9,2020/5/10,79,0,2268,5188,882,1016,27,97,49383,6275,0.001599741,0,2,2.571428571,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90640,2020/5/9,2020/5/10,209,5,2064,4957,843,960,15,98,63177,7440,0.003308166,7.91E-05,2,2.448398577,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90650,2020/5/9,2020/5/10,244,8,3769,5374,1450,875,25,97,105886,10793,0.002304365,7.56E-05,2,2.599310345,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90660,2020/5/9,2020/5/10,260,11,1976,5132,761,848,20,98,63380,8178,0.00410224,0.000173556,2,2.596583443,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90670,2020/5/9,2020/5/10,31,0,699,7296,240,759,30,96,16578,1959,0.001869948,0,2,2.9125,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90701,2020/5/9,2020/5/10,15,0,645,3158,285,1063,14,99,16858,10342,0.000889785,0,2,2.263157895,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90703,2020/5/9,2020/5/10,67,3,2389,4266,1068,1110,10,99,50963,5806,0.001314679,5.89E-05,2,2.236891386,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90706,2020/5/9,2020/5/10,179,8,2780,5467,1033,896,29,97,77529,12693,0.002308813,0.000103187,2,2.691190707,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90710,2020/5/9,2020/5/10,61,2,999,5388,401,1024,22,98,28185,11947,0.002164272,7.10E-05,2,2.49127182,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90713,2020/5/9,2020/5/10,103,4,1254,3767,445,1071,21,98,29061,8562,0.003544269,0.000137642,2,2.817977528,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90716,2020/5/9,2020/5/10,11,0,292,3224,113,971,21,98,14344,15407,0.000766871,0,1,2.584070796,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90717,2020/5/9,2020/5/10,41,1,795,3880,315,826,18,98,21696,10957,0.001889749,4.61E-05,2,2.523809524,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90723,2020/5/9,2020/5/10,173,2,1565,5541,629,819,29,97,54776,11691,0.003158318,3.65E-05,2,2.488076312,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90731,2020/5/9,2020/5/10,669,35,1772,5344,710,796,21,97,61850,6717,0.010816492,0.000565885,2,2.495774648,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90732,2020/5/9,2020/5/10,6,0,967,4706,364,1072,25,98,22273,6512,0.000269384,0,2,2.656593407,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90744,2020/5/9,2020/5/10,125,3,1561,4391,596,662,37,95,57206,6862,0.002185085,5.24E-05,1,2.619127517,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90745,2020/5/9,2020/5/10,16,0,2209,4441,963,918,16,98,56821,6845,0.000281586,0,2,2.293873313,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90746,2020/5/9,2020/5/10,294,9,820,6056,352,843,21,98,26996,4628,0.010890502,0.000333383,2,2.329545455,76.7,27.25,80.87,-47,1,-32,-39,-32,14
90755,2020/5/9,2020/5/10,940,33,398,4145,172,895,14,98,11074,5082,0.084883511,0.002979953,2,2.313953488,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91001,2020/5/9,2020/5/10,93,7,1122,5553,487,891,14,98,37711,4558,0.002466124,0.000185622,2,2.303901437,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91006,2020/5/9,2020/5/10,4,0,1519,5496,767,1169,4,100,33012,5225,0.000121168,0,2,1.980443286,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91007,2020/5/9,2020/5/10,52,1,1560,5261,811,1069,4,100,34523,6210,0.001506242,2.90E-05,2,1.923551171,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91008,2020/5/9,2020/5/10,87,2,45,2980,23,1174,0,100,1391,687,0.062544932,0.001437815,2,1.956521739,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91010,2020/5/9,2020/5/10,10,0,1045,4973,419,957,24,98,26601,3778,0.000375926,0,2,2.494033413,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91011,2020/5/9,2020/5/10,43,2,863,6860,370,1045,13,99,20423,1722,0.002105469,9.79E-05,3,2.332432432,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91016,2020/5/9,2020/5/10,89,1,1552,4213,661,978,14,99,41671,4910,0.002135778,2.40E-05,2,2.34795764,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91024,2020/5/9,2020/5/10,6,1,370,5835,154,963,18,98,11006,3727,0.000545157,9.09E-05,2,2.402597403,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91030,2020/5/9,2020/5/10,99,0,897,3561,420,1068,6,99,25794,7562,0.003838102,0,2,2.135714286,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91040,2020/5/9,2020/5/10,179,3,1013,7199,398,958,23,98,20207,2463,0.008858316,0.000148463,2,2.545226131,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91042,2020/5/9,2020/5/10,89,1,1187,7364,502,844,19,98,26631,533,0.00334197,3.76E-05,2,2.364541833,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91104,2020/5/9,2020/5/10,542,26,1044,4478,392,929,21,98,37974,9985,0.014272924,0.000684679,2,2.663265306,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91108,2020/5/9,2020/5/10,14,2,509,3788,232,1233,5,100,13538,3551,0.001034126,0.000147732,3,2.193965517,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91208,2020/5/9,2020/5/10,717,20,532,5033,207,1118,31,97,13538,3551,0.052962033,0.001477323,2,2.570048309,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91301,2020/5/9,2020/5/10,31,0,1378,5742,541,1086,19,98,25631,751,0.001209473,0,2,2.547134935,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91302,2020/5/9,2020/5/10,48,0,1504,5570,604,1120,18,98,26634,997,0.001802208,0,2,2.490066225,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91304,2020/5/9,2020/5/10,448,6,2179,4922,870,924,19,98,53761,5716,0.008333178,0.000111605,2,2.504597701,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91306,2020/5/9,2020/5/10,205,6,1709,4747,752,924,11,99,49158,11879,0.004170227,0.000122055,2,2.272606383,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91311,2020/5/9,2020/5/10,117,1,1977,4900,880,883,13,99,40420,1260,0.002894607,2.47E-05,2,2.246590909,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91316,2020/5/9,2020/5/10,101,4,947,5669,411,985,10,99,29964,5984,0.003370712,0.000133494,2,2.304136253,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91326,2020/5/9,2020/5/10,65,1,1854,5388,840,1243,10,99,37035,4539,0.001755097,2.70E-05,2,2.207142857,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91330,2020/5/9,2020/5/10,211,3,79,6278,32,0,17,0,3273,9598,0.06446685,0.00091659,2,2.46875,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91331,2020/5/9,2020/5/10,564,20,2877,6503,1103,797,27,97,105799,11950,0.005330863,0.000189038,2,2.608340888,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91335,2020/5/9,2020/5/10,337,16,3255,4517,1409,884,14,98,80524,12265,0.004185088,0.000198699,2,2.310149042,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91340,2020/5/9,2020/5/10,129,4,951,5628,345,750,36,95,36227,10714,0.00356088,0.000110415,2,2.756521739,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91342,2020/5/9,2020/5/10,475,9,3359,7387,1280,807,32,96,96487,1750,0.004922943,9.33E-05,2,2.62421875,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91343,2020/5/9,2020/5/10,244,12,2368,4984,949,886,19,98,66590,11265,0.003664214,0.000180207,2,2.495258166,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91344,2020/5/9,2020/5/10,160,11,2857,6327,1237,1025,16,98,53266,3245,0.003003792,0.000206511,2,2.309620049,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91345,2020/5/9,2020/5/10,94,4,573,4463,243,1022,7,99,19205,5925,0.004894559,0.000208279,2,2.358024691,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91350,2020/5/9,2020/5/10,479,16,2691,5271,1004,1111,26,98,37350,2204,0.012824632,0.00042838,2,2.680278884,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91352,2020/5/9,2020/5/10,198,5,1483,6345,582,861,29,97,47438,4065,0.004173869,0.000105401,2,2.548109966,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91354,2020/5/9,2020/5/10,6,1,1916,4329,790,1116,18,98,32096,3678,0.000186939,3.12E-05,2,2.425316456,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91356,2020/5/9,2020/5/10,89,2,1324,5037,544,1102,18,98,30804,4200,0.002889235,6.49E-05,2,2.433823529,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91361,2020/5/9,2020/5/10,6,0,314,4367,124,1029,25,98,20438,610,0.000293571,0,2,2.532258065,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91364,2020/5/9,2020/5/10,129,1,1231,4147,560,1056,13,99,27340,3600,0.004718361,3.66E-05,2,2.198214286,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91381,2020/5/9,2020/5/10,21,0,1341,5451,547,1216,20,98,20371,541,0.001030877,0,2,2.451553931,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91387,2020/5/9,2020/5/10,28,0,2482,6687,1018,897,21,98,43717,882,0.000640483,0,2,2.438113949,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91390,2020/5/9,2020/5/10,6,0,1105,8530,426,1137,26,98,19053,133,0.000314911,0,2,2.593896714,76.7,27.25,80.87,-47,1,-32,-39,-32,14
91401,2020/5/9,2020/5/10,98,1,1505,4362,592,839,23,97,41412,11993,0.002366464,2.41E-05,2,2.54222973,76.7,27.25,80.87,-47,1,-32,-39,-32,14
